2014.804931640625	-0.000000000000
2014.837768554688	-9.630365371704
2014.903442382812	-13.309100151062
2014.969238281250	-17.085435867310
2015.035644531250	-19.066278457642
2015.101318359375	-26.147127151489
2015.265625000000	-31.978960037231
2015.331298828125	-39.914142608643
2015.396972656250	-49.130840301514
2016.021850585938	-44.864601135254
2016.153320312500	-50.000759124756
2016.350463867188	-61.461727142334
2016.416137695312	-45.683292388916
2016.547607421875	-55.570369720459
2016.744750976562	-57.429389953613
2016.777587890625	-53.664337158203
2016.810424804688	-52.980285644531
2016.843261718750	-53.607486724854
2016.876098632812	-51.585643768311
2016.908935546875	-51.893600463867
2016.941772460938	-50.929016113281
2016.974731445312	-50.134334564209
2017.005493164062	-51.032855987549
2017.038330078125	-50.831794738770
2017.071166992188	-49.931884765625
2017.104003906250	-50.753486633301
2017.136840820312	-50.165946960449
2017.169799804688	-50.950805664062
2017.202636718750	-50.344268798828
2017.235473632812	-51.244880676270
2017.268310546875	-52.790328979492
2017.301147460938	-51.165138244629
2017.333984375000	-49.232856750488
2017.366821289062	-50.927902221680
2017.399780273438	-52.336101531982
2017.432617187500	-53.121479034424
2017.498291015625	-50.943481445312
2017.531127929688	-49.538414001465
2017.563964843750	-50.523349761963
2017.596801757812	-49.647380828857
2017.629760742188	-52.053730010986
2017.662597656250	-49.071414947510
2017.695434570312	-46.924697875977
2017.728271484375	-46.354736328125
2017.761108398438	-49.744579315186
2017.793945312500	-49.559844970703
2017.826782226562	-49.592208862305
2017.859741210938	-49.463413238525
2017.892578125000	-49.524932861328
2017.925415039062	-50.473606109619
2017.958251953125	-51.293094635010
2017.991088867188	-51.987316131592
2018.024658203125	-51.950473785400
2018.057495117188	-52.463188171387
2018.090332031250	-53.516387939453
2018.123168945312	-53.870437622070
2018.156005859375	-54.745178222656
2018.188964843750	-55.191482543945
2018.221801757812	-56.074974060059
2018.254638671875	-56.111961364746
2018.287475585938	-56.620029449463
2018.320312500000	-57.921443939209
2018.353149414062	-60.638134002686
2018.385986328125	-61.718498229980
2018.418945312500	-58.888916015625
2018.451782226562	-60.582386016846
2018.484619140625	-57.469104766846
2018.517456054688	-60.510509490967
2018.550292968750	-63.384433746338
2018.583129882812	-63.752613067627
2018.615966796875	-61.963340759277
2018.648925781250	-61.265258789062
2018.681762695312	-63.299900054932
2018.714599609375	-61.382125854492
2018.747436523438	-61.974300384521
2018.780273437500	-61.363162994385
2018.813110351562	-61.703727722168
2018.845947265625	-60.921558380127
2018.878906250000	-61.027080535889
2018.911743164062	-61.865039825439
2018.944580078125	-62.726119995117
2018.977416992188	-63.179809570312
2019.010986328125	-63.445243835449
2019.043823242188	-63.772708892822
2019.109497070312	-64.423637390137
2019.125976562500	-65.192260742188
2019.142333984375	-65.782226562500
2019.175170898438	-64.930541992188
2019.191650390625	-65.369850158691
2019.208129882812	-66.316154479980
2019.224487304688	-65.312843322754
2019.240966796875	-65.238822937012
2019.257324218750	-65.204643249512
2019.273803710938	-65.862655639648
2019.290161132812	-64.659034729004
2019.306640625000	-65.180618286133
2019.323120117188	-64.745063781738
2019.339477539062	-65.327972412109
2019.355957031250	-64.783180236816
2019.372314453125	-68.175186157227
2019.388793945312	-63.982444763184
2019.405151367188	-62.011318206787
2019.421630859375	-64.225418090820
2019.438110351562	-63.778442382812
2019.454467773438	-65.004043579102
2019.470947265625	-62.491256713867
2019.487304687500	-64.281433105469
2019.503784179688	-61.814098358154
2019.520141601562	-61.829910278320
2019.536621093750	-61.407318115234
2019.569458007812	-65.205581665039
2019.602294921875	-63.380592346191
2019.618774414062	-62.469669342041
2019.635131835938	-65.609977722168
2019.651611328125	-66.532981872559
2019.668090820312	-60.847393035889
2019.717285156250	-66.222602844238
2019.733764648438	-66.803817749023
2019.750122070312	-62.375766754150
2019.766601562500	-66.575836181641
2019.799438476562	-67.857406616211
2019.832275390625	-68.902847290039
2019.865112304688	-68.522483825684
2019.898071289062	-69.199432373047
2019.930908203125	-70.209106445312
2019.963745117188	-69.726188659668
2019.996582031250	-70.380737304688
2020.030151367188	-71.273735046387
2020.062988281250	-70.710899353027
2020.095825195312	-71.177108764648
2020.128662109375	-71.629737854004
2020.161499023438	-72.451881408691
2020.177978515625	-72.049079895020
2020.194335937500	-71.835319519043
2020.227294921875	-72.501518249512
2020.260131835938	-69.115921020508
2020.292968750000	-72.045837402344
2020.325805664062	-72.168632507324
2020.358642578125	-72.175476074219
2020.391479492188	-71.692695617676
2020.424316406250	-73.345779418945
2020.457275390625	-70.159530639648
2020.490112304688	-72.455612182617
2020.522949218750	-72.951698303223
2020.555786132812	-73.541549682617
2020.572265625000	-72.817146301270
2020.588623046875	-75.391036987305
2020.605102539062	-74.086517333984
2020.621459960938	-74.942222595215
2020.654296875000	-76.011734008789
2020.687255859375	-77.026229858398
2020.703613281250	-75.361434936523
2020.720092773438	-74.893722534180
2020.752929687500	-75.587806701660
2020.785766601562	-74.705032348633
2020.818603515625	-74.081565856934
2020.851440429688	-74.606292724609
2020.917236328125	-74.383766174316
2020.950073242188	-75.366127014160
2020.982910156250	-76.140304565430
2021.013671875000	-75.855987548828
2021.046508789062	-76.664794921875
2021.079345703125	-77.744407653809
2021.112304687500	-77.892761230469
2021.145141601562	-78.687011718750
2021.177978515625	-79.099586486816
2021.210815429688	-80.859558105469
2021.243652343750	-81.493095397949
2021.276489257812	-79.223251342773
2021.309326171875	-83.208137512207
2021.342285156250	-84.417236328125
2021.358642578125	-82.557746887207
2021.391479492188	-84.366668701172
2021.407958984375	-83.768066406250
2021.440795898438	-81.587234497070
