"File Name" "Decimal Year" "Lowest Value"
LOWESS_point_100_ts.txt 2023.413452148438 -71.29576719327655
LOWESS_point_107_ts.txt 2023.413452148438 -89.5347781842736
LOWESS_point_109_ts.txt 2023.413452148438 -93.41229827450772
LOWESS_point_121_ts.txt 2023.413452148438 -128.9785649947444
LOWESS_point_122_ts.txt 2023.413452148438 -184.7409187621853
LOWESS_point_123_ts.txt 2023.413452148438 -60.36573462679017
LOWESS_point_124_ts.txt 2023.413452148438 -159.83225816864956
LOWESS_point_125_ts.txt 2023.413452148438 -277.7546817489453
LOWESS_point_129_ts.txt 2023.413452148438 -167.32722003001768
LOWESS_point_126_ts.txt 2023.413452148438 -214.00845009878924
LOWESS_point_130_ts.txt 2023.413452148438 -114.03757271868648
LOWESS_point_127_ts.txt 2023.413452148438 -217.18624746631676
LOWESS_point_128_ts.txt 2023.413452148438 -195.76908492412605
LOWESS_point_131_ts.txt 2023.413452148438 -261.6406784680137
LOWESS_point_132_ts.txt 2023.413452148438 -150.10464167694926
LOWESS_point_133_ts.txt 2023.413452148438 -214.4167525027022
LOWESS_point_135_ts.txt 2023.413452148438 -196.81678152577297
LOWESS_point_13_ts.txt 2023.413452148438 -606.298928096542
LOWESS_point_141_ts.txt 2023.413452148438 -83.0166850487386
LOWESS_point_143_ts.txt 2023.413452148438 -160.512150322992
LOWESS_point_144_ts.txt 2023.413452148438 -76.32176312040045
LOWESS_point_146_ts.txt 2023.413452148438 -65.87241997360579
LOWESS_point_152_ts.txt 2023.413452148438 -221.94869733706108
LOWESS_point_155_ts.txt 2023.413452148438 -129.68583854781374
LOWESS_point_156_ts.txt 2023.413452148438 -173.10856400493188
LOWESS_point_158_ts.txt 2023.413452148438 -160.29947259023953
LOWESS_point_159_ts.txt 2023.413452148438 -157.5321232336476
LOWESS_point_15_ts.txt 2023.413452148438 -86.68694359523303
LOWESS_point_160_ts.txt 2023.413452148438 -278.43726155916374
LOWESS_point_161_ts.txt 2023.413452148438 -308.37203970273714
LOWESS_point_162_ts.txt 2023.413452148438 -261.07472232405235
LOWESS_point_163_ts.txt 2023.413452148438 -197.9504867617977
LOWESS_point_164_ts.txt 2023.413452148438 -172.25349451461247
LOWESS_point_165_ts.txt 2023.413452148438 -207.444978528594
LOWESS_point_166_ts.txt 2023.413452148438 -225.80013920589087
LOWESS_point_167_ts.txt 2023.413452148438 -217.71415138019375
LOWESS_point_179_ts.txt 2023.413452148438 -126.518570154715
LOWESS_point_176_ts.txt 2023.413452148438 -125.37305846814002
LOWESS_point_177_ts.txt 2023.413452148438 -132.6366396214356
LOWESS_point_181_ts.txt 2023.413452148438 -153.69906366114634
LOWESS_point_178_ts.txt 2023.413452148438 -141.36677146052085
LOWESS_point_17_ts.txt 2023.413452148438 -59.68706415557938
LOWESS_point_180_ts.txt 2023.052001953125 -121.63080186847402
LOWESS_point_182_ts.txt 2023.413452148438 -159.53450773383972
LOWESS_point_184_ts.txt 2023.413452148438 -160.1396193652824
LOWESS_point_186_ts.txt 2023.413452148438 -471.6894654055535
LOWESS_point_187_ts.txt 2023.413452148438 -484.3470893892445
LOWESS_point_188_ts.txt 2023.413452148438 -212.1594345627923
LOWESS_point_189_ts.txt 2023.413452148438 -146.87097477049426
LOWESS_point_191_ts.txt 2023.413452148438 -247.38941300834472
LOWESS_point_192_ts.txt 2023.413452148438 -230.48585205512492
LOWESS_point_193_ts.txt 2023.413452148438 -180.5229896143893
LOWESS_point_194_ts.txt 2023.413452148438 -183.07744168065088
LOWESS_point_195_ts.txt 2023.413452148438 -136.0587478368385
LOWESS_point_196_ts.txt 2023.413452148438 -345.23909532205226
LOWESS_point_197_ts.txt 2023.413452148438 -215.00866518592173
LOWESS_point_198_ts.txt 2023.413452148438 -259.46448924938323
LOWESS_point_199_ts.txt 2023.413452148438 -343.1567248562193
LOWESS_point_19_ts.txt 2023.413452148438 -68.0060007199878
LOWESS_point_200_ts.txt 2023.413452148438 -380.96301285868697
LOWESS_point_201_ts.txt 2023.413452148438 -217.47290297479032
LOWESS_point_202_ts.txt 2023.413452148438 -288.3778462258273
LOWESS_point_203_ts.txt 2023.413452148438 -201.7623398475965
LOWESS_point_211_ts.txt 2023.413452148438 -147.98165753476948
LOWESS_point_20_ts.txt 2023.413452148438 -48.88381411549366
LOWESS_point_210_ts.txt 2023.413452148438 -109.74241074078375
LOWESS_point_212_ts.txt 2023.413452148438 -195.0930382130921
LOWESS_point_214_ts.txt 2023.413452148438 -111.4010107211216
LOWESS_point_218_ts.txt 2023.413452148438 -245.12005204807215
LOWESS_point_219_ts.txt 2023.413452148438 -258.308340396842
LOWESS_point_220_ts.txt 2023.413452148438 -284.35229736407763
LOWESS_point_221_ts.txt 2023.413452148438 -471.89564384379855
LOWESS_point_222_ts.txt 2023.413452148438 -322.03570247938256
LOWESS_point_226_ts.txt 2023.413452148438 -265.4456558566442
LOWESS_point_227_ts.txt 2023.413452148438 -173.55058575471392
LOWESS_point_228_ts.txt 2023.413452148438 -146.8764552064839
LOWESS_point_229_ts.txt 2023.413452148438 -177.666151649368
LOWESS_point_230_ts.txt 2023.413452148438 -111.46441629621168
LOWESS_point_231_ts.txt 2023.413452148438 -278.4530976586542
LOWESS_point_232_ts.txt 2023.413452148438 -317.2006044946879
LOWESS_point_233_ts.txt 2023.413452148438 -373.9925502595713
LOWESS_point_234_ts.txt 2023.413452148438 -446.7745074209898
LOWESS_point_238_ts.txt 2023.413452148438 -241.24545212841556
LOWESS_point_235_ts.txt 2023.413452148438 -328.4125198249385
LOWESS_point_236_ts.txt 2023.413452148438 -417.9327383194562
LOWESS_point_237_ts.txt 2023.413452148438 -316.7128057559668
LOWESS_point_246_ts.txt 2023.413452148438 -141.03677974484944
LOWESS_point_247_ts.txt 2023.413452148438 -158.84349438865485
LOWESS_point_248_ts.txt 2023.413452148438 -147.16877231937428
LOWESS_point_249_ts.txt 2023.413452148438 -139.7001522750924
LOWESS_point_250_ts.txt 2023.413452148438 -146.68212976129433
LOWESS_point_252_ts.txt 2023.413452148438 -163.6849876323747
LOWESS_point_253_ts.txt 2023.413452148438 -254.188794062158
LOWESS_point_254_ts.txt 2023.413452148438 -490.9677021092559
LOWESS_point_256_ts.txt 2023.413452148438 -522.3746784489931
LOWESS_point_257_ts.txt 2023.413452148438 -326.4804107183197
LOWESS_point_259_ts.txt 2023.413452148438 -212.7261880190813
LOWESS_point_260_ts.txt 2023.413452148438 -236.48329919590725
LOWESS_point_261_ts.txt 2023.413452148438 -276.6908144559751
LOWESS_point_262_ts.txt 2023.413452148438 -243.4392414307929
LOWESS_point_263_ts.txt 2023.413452148438 -160.81541336714082
LOWESS_point_264_ts.txt 2023.413452148438 -184.32690107990527
LOWESS_point_268_ts.txt 2023.413452148438 -449.3058319733663
LOWESS_point_265_ts.txt 2023.413452148438 -189.5061648614105
LOWESS_point_266_ts.txt 2023.413452148438 -267.7273017056998
LOWESS_point_267_ts.txt 2023.413452148438 -319.4559059171621
LOWESS_point_269_ts.txt 2023.413452148438 -531.713210961706
LOWESS_point_270_ts.txt 2023.413452148438 -537.5817986669146
